,Property Name,Reported,Property Type,Address,ZIP,Gross Area (sq ft),Site EUI (kBTU/sf),Energy Star Score,Energy Star Certified,Property Uses,Year Built,GHG Emissions (MTCO2e),GHG Intensity (kgCO2/sf),Total Site Energy (kBTU),% Electricity,% Gas,% Steam,Water Intensity (gal/sf),Onsite Solar (kWh),User Submitted Info,User Submitted Link,Tax Parcel
102,Engine 28,Municipal,Fire Station,746 Centre St,02119,13424,107.5,Not applicable to this property type,,Fire Station,2000.0,95.3,7.1,1443690.6,30%,70%,0%,3.530989272943981,,,,
103,Engine 42,Municipal,Fire Station,1870 Columbus Ave,02119,10384,113.8,Not applicable to this property type,,Fire Station,2000.0,77,7.4,1181811.8,28%,72%,0%,5.084745762711864,,,,
104,Engine 24,Municipal,Fire Station,36 Washington St,02121,12600,123.6,Not applicable to this property type,,Fire Station,2000.0,99.9,7.9,1556898.9,25%,75%,0%,3.6031746031746033,,,,
105,Engine 17,Municipal,Fire Station,7 Parish St,02122,10008,149.8,Not applicable to this property type,,Fire Station,2000.0,91,9.1,1499419.3,17%,83%,0%,5.385691446842526,,,,
106,Engine 20,Municipal,Fire Station,301 Neponset Ave,02122,12000,99.7,Not applicable to this property type,,Fire Station,2000.0,72.6,6,1196176.6,17%,83%,0%,1.55,,,,
107,Engine 49,Municipal,Fire Station,209 Neponset Valley Parkway,02122,6750,21.6,Not applicable to this property type,,Fire Station,2000.0,14.1,2.1,145808.4,100%,0%,0%,2.8296296296296295,,,,
108,Engine 16,Municipal,Fire Station,9 Gallivan Boulevard,02124,18060,76.7,Not applicable to this property type,,Fire Station,2000.0,86.8,4.8,1384504.5,22%,78%,0%,1.5282392026578073,,,,
109,Engine 18,Municipal,Fire Station,1884 Dorchester Ave,02124,10800,68.2,Not applicable to this property type,,Fire Station,2000.0,51.8,4.8,736557.8,27%,47%,0%,2.314814814814815,,,,
110,Engine 52,Municipal,Fire Station,975 Blue Hill Ave,02124,7760,244.8,Not applicable to this property type,,Fire Station,2000.0,120,15.5,1899908.9,23%,77%,0%,8.079896907216495,,,,
111,Engine 21,Municipal,Fire Station,641 Columbia Rd,02125,12000,70.7,Not applicable to this property type,,Fire Station,2000.0,51,4.2,848985,16%,84%,0%,2.2416666666666667,,,,
112,Engine 02,Municipal,Fire Station,700 East Fourth St,02127,14040,101.3,Not applicable to this property type,,Fire Station,2000.0,90.2,6.4,1422625.3,24%,76%,0%,2.7635327635327633,,,,
113,Engine 39,Municipal,Fire Station,272 D Street,02127,15640,96.9,Not applicable to this property type,,Fire Station,2000.0,99.8,6.4,1515776.3,29%,71%,0%,2.9603580562659846,,,,
114,Engine 05,Municipal,Fire Station,360 Saratoga St,02128,10080,127.8,Not applicable to this property type,,Fire Station,2000.0,79,7.8,1288304,19%,81%,0%,2.490079365079365,,,,
115,Engine 09,Municipal,Fire Station,239 Sumner St,02128,18836,108.2,Not applicable to this property type,,Fire Station,2000.0,137.3,7.3,2037676.4,33%,67%,0%,1.3962624761095774,,,,
116,Engine 56,Municipal,Fire Station,1 Ashley St,02128,6844,176.1,Not applicable to this property type,,Fire Station,2000.0,73.8,10.8,1205455.5,19%,81%,0%,4.427235534774986,,,,
117,Engine 04,Municipal,Fire Station,200 Cambridge St,02129,18150,84,Not applicable to this property type,,Fire Station,2000.0,97.7,5.4,1524299.4,25%,75%,0%,1.977961432506887,,,,
118,Engine 32,Municipal,Fire Station,525 Main St,02129,10914,122.3,Not applicable to this property type,,Fire Station,2000.0,88.6,8.1,1334937.4,30%,70%,0%,2.538024555616639,,,,
119,Engine 50,Municipal,Fire Station,34 Winthrop St,02129,12000,67,Not applicable to this property type,,Fire Station,2000.0,51.5,4.3,803803,25%,75%,0%,1.4666666666666666,,,,
120,Engine 53,Municipal,Fire Station,945 Canterbury St,02131,18644,92.9,Not applicable to this property type,,Fire Station,2000.0,112.1,6,1731674.1,27%,73%,0%,2.45119073160266,,,,
121,Engine 30,Municipal,Fire Station,1940 Centre St,02132,9600,119.6,Not applicable to this property type,,Fire Station,2000.0,72.9,7.6,1148493.1,24%,76%,0%,2.5416666666666665,,,,
122,Engine 55,Municipal,Fire Station,5115 WASHINGTON ST,02132,17912,73.4,Not applicable to this property type,,Fire Station,2000.0,84.5,4.7,1315023.2,26%,74%,0%,,,,,
123,Engine 41,Municipal,Fire Station,460 Cambridge St,02134,12696,139.5,Not applicable to this property type,,Fire Station,2000.0,119.7,9.4,1771254.5,33%,67%,0%,2.4968494013862634,,,,
124,Engine 29,Municipal,Fire Station,138 Chestnut Hill Ave,02135,11292,129.8,Not applicable to this property type,,Fire Station,2000.0,90.5,8,1466225.8,20%,80%,0%,4.1179596174282675,,,,
125,Engine 51,Municipal,Fire Station,425 Faneuil St,02135,8550,117.9,Not applicable to this property type,,Fire Station,2000.0,61,7.1,1007782.4,17%,83%,0%,,,,,
126,Special Operations Fire,Municipal,Fire Station,108 Holton Street,02135,11500,249.1,Not applicable to this property type,,Fire Station,2000.0,158.3,13.8,2864415,5%,95%,0%,,,,,
127,Engine 48,Municipal,Fire Station,60 Fairmount Ave,02136,16062,22.7,Not applicable to this property type,,Fire Station,2000.0,35.3,2.2,364538.1,100%,0%,0%,2.3160254015689206,,,,
128,Engine 54,Municipal,Fire Station,Long Island Road,02169,5000,Not Available,Not applicable to this property type,,Fire Station,2000.0,Not Available,Not Available,Not Available,0%,0%,0%,,,,,
129,Fire Academy Burn Building,Municipal,Fire Station,MOON-ISLAND ST,02169,2100,Not Available,Not applicable to this property type,,Fire Station,2005.0,0,0,Not Available,0%,0%,0%,,,,,
130,Nike Bldg 2,Municipal,Fire Station,Long Island Road,02169,3000,11.3,Not applicable to this property type,,Fire Station,2000.0,3.3,1.1,33763.4,100%,0%,0%,,,,,
131,Nike Bldg 4,Municipal,Fire Station,Long Island Road,02169,1500,2.1,Not applicable to this property type,,Fire Station,2000.0,0.3,0.2,3135.6,100%,0%,0%,,,,,
132,Training Academy / Fire Academy,Municipal,Fire Station,200 Moon Island,02169,30000,32.4,Not applicable to this property type,,Fire Station,2000.0,79.6,2.7,970579.5,35%,0%,0%,,,,,
133,Nike Bldg 3,Municipal,Fire Station,Long Island Road,02171,100,328.4,Not applicable to this property type,,Fire Station,2000.0,3.2,31.8,32840.5,100%,0%,0%,,,,,
134,Storage,Municipal,Fire Station,302 Northern Ave,02210,5000,31.8,Not applicable to this property type,,Fire Station,2000.0,15.4,3.1,158869.5,100%,0%,0%,,,,,
135,PHS-MGH-Charles River Health Club,Yes,Fitness Center/Health Club/Gym,10 Whittier Place,02114,66655,94.2,Not applicable to this property type,,Fitness Center/Gym,1964.0,432.8,6.5,6280574.2,36%,64%,0%,21.623284074713077,,,,0300450972
136,YMCA of Greater Boston - Huntington,Yes,Fitness Center/Health Club/Gym,316 Huntington Avenue,02115,100961,69141.5,Not applicable to this property type,,Fitness Center/Gym,2014.0,370990,3674.6,6980594999.9,0%,100%,0%,24.509464050474936,,Renovations were completed in October 2014. The property was fully operational during the 2014 calendar year. Energy usage for shared facilities with Northeastern University was split accordingly.,,0402245045 0402245042
137,Paris Street Pool,Municipal,Fitness Center/Health Club/Gym,113 PARIS ST,02128,24896,150.6,Not applicable to this property type,,Fitness Center/Health Club/Gym,2000.0,227.3,9.1,3748296.4,17%,83%,0%,3.0526992287917736,,,,
138,Clougherty Pool,Municipal,Fitness Center/Health Club/Gym,345 Bunker Hill St,02129,9936,16.2,Not applicable to this property type,,Fitness Center/Health Club/Gym,2000.0,15.5,1.6,160637,100%,0%,0%,26.006441223832525,,,,
139,Stillman Tennis Center,Municipal,Fitness Center/Health Club/Gym,44 Terminal St,02129,64320,43.4,Not applicable to this property type,,Fitness Center/Health Club/Gym,2000.0,148.3,2.3,2791300,0%,100%,0%,,,,,
140,FAS - Palmer Dixon Courts,Yes,Fitness Center/Health Club/Gym,780 Soldiers Field Rd,02134,44232,54.9,Not applicable to this property type,,Fitness Center/Gym,1964.0,172.9,3.9,2426171.4,16%,0%,84%,2.0686380900705372,,,,2200533000
141,915 Commonwealth Avenue,Yes,Fitness Center/Health Club/Gym,915 Commonwealth Avenue,02215,286901,174.3,Not applicable to this property type,,Fitness Center/Gym,2004.0,3728,13,50006070,49%,51%,0%,26.346370350748167,,,,2100401000
142,Tufts Medical Center,Yes,Hospital (General Medical & Surgical),800 Washington St,02111,2102964,174.4,75,,"Data Center, Hospital (General Medical & Surgical), Parking",1982.0,25142.6,13.7,319111651.9,41%,1%,58%,29.320966396522564,,,,Not Available
143,MEEI - Main building,Yes,Hospital (General Medical & Surgical),243 Charles Street,02114,389552,336.5,1,,Hospital (General Medical & Surgical),1973.0,10140.9,26,131073143.2,36%,1%,63%,68.43194233375775,,,,0300381001
144,PHS-MGH Main Campus,Yes,Hospital (General Medical & Surgical),55 Fruit St.,02114,4637402,253,17,,"Hospital (General Medical & Surgical), Parking",1811.0,77894.7,19.9,989717726.7,41%,0%,59%,35.09760566630944,,,,0300370000 0300445000 0300445001 0300370000
145,PHS-BWH Main Campus,Yes,Hospital (General Medical & Surgical),75 Francis Street,02115,2138279,321.1,27,,Hospital (General Medical & Surgical),1910.0,47893.7,22.4,686562708.1,29%,0%,38%,26.670701063799438,,,,0401896000
146,Shapiro Cardiovascular Center,Yes,Hospital (General Medical & Surgical),70 Francis Street,02115,435000,380.6,2,,Hospital (General Medical & Surgical),2008.0,12833.5,29.5,165547016.7,37%,0%,63%,69.66459770114943,,,,1000247010
147,Boston Medical Center,Yes,Hospital (General Medical & Surgical),One Boston Medical Center Place,02118,2828429,215.2,33,,"Hospital (General Medical & Surgical), Parking",1986.0,36992.5,16.9,470271413.8,41%,2%,56%,40.85200416790412,,,,Not Available
148,New England Baptist Hospital,Yes,Hospital (General Medical & Surgical),125 Parker Hill Avenue,02120,425548,282.1,9,,"Hospital (General Medical & Surgical), Other, Parking",1893.0,8657.5,20.3,120029466.6,44%,56%,0%,52.954778309379904,,,,1001212000 1001213001
149,Carney Hospital,Yes,Hospital (General Medical & Surgical),2100 Dorchester Avenue,02124,540000,194.1,74,,Hospital (General Medical & Surgical),1953.0,7286.6,13.5,104822909.3,37%,62%,0%,53.729814814814816,,,,1605017010
150,Hebrew Rehabilitation Center,Yes,Hospital (General Medical & Surgical),1200 Centre St,02131,419575,182.4,91,,"Hospital (General Medical & Surgical), Parking",1963.0,5215,12.4,76548275.1,34%,66%,0%,,,,,Not Available
151,PHS-Spaulding Rehabilitation Hospital - West Roxbury,Yes,Hospital (General Medical & Surgical),1245 Centre Street,02132,71242,141.8,100,,"Hospital (General Medical & Surgical), Parking",1980.0,512.4,10.2,7126116.1,43%,57%,0%,,,,,Not Available
152,St. Elizabeth Medical Center,Yes,Hospital (General Medical & Surgical),736 Cambridge Street,02135,651000,225.4,89,,Hospital (General Medical & Surgical),1960.0,9356.6,14.4,146724291.9,24%,76%,0%,24.394930875576037,,,,2101836000 2101835100
153,BIDMC East && West Campus,Yes,Hospital (General Medical & Surgical),330 Brookline Ave.,02215,2921602.9,322.7,Not Available,,"Hospital (General Medical & Surgical), Laboratory, Parking",1975.0,56693.7,22.7,806023760.7,28%,0%,46%,24.50918252007894,,"East & West Campus building meter data is combined.// BIDMC is reporting on Parcel ID 0401944000 which BIDMC owns (not NEDH Corp as per Boston Assessing Dept records). The parcel contains several buildings and is part of the West Campus.// BIDMC’s energy use/SF and Energy Star score reflect our energy intensive patient care and substantial lab research uses that have fresh air needs that drive up Btu/sf. BIDMC buys energy products from a district combined heat and power plant; such cogen energy savings is not reflected in this energy reporting platform. While new medical equipment and higher intensity clinical uses tend to increase hospital energy needs incrementally, BIDMC invests hundreds of thousands of dollars annually on energy savings projects (excluding LDC incentives). Due to projects undertaken since 2004, BIDMC saves  95,020 million Btu and 2,200 KCF of water a year.  For more information see the Green Ribbon Commission at http://www.greenribboncommission.org/health-care.",,0401862000 0401861000 0401944000 0401954000 0401964001 0401942000
154,PHS-Spaulding Rehabilitation Hospital- North End,Yes,Hospital (General Medical & Surgical),70 Fulton Street,121091402,48098,Not Available,Not Available,,"Hospital (General Medical & Surgical), Parking",1960.0,0,0,Not Available,0%,0%,0%,,,,,Not Available
155,Boston MA AME,Yes,Hotel,1 Court St.,02108,93150,93.3,68,,Hotel,1980.0,672.1,7.2,8690371.3,56%,0%,0%,34.52925389157273,,,,0302885000
156,Nine Zero-SV,Yes,Hotel,90 Tremont Street,02108,190440,113.8,44,,Hotel,2001.0,1483.3,7.8,21669181.1,35%,65%,0%,,,,,0304697000
157,33751-Boston Marriott Long Wharf,Yes,Hotel,296 State Street,02109,350000,87.3,57,,Hotel,1990.0,2472.3,7.1,30565456.8,64%,36%,0%,7298.914285714286,,,,0303020000
158,Harborside Inn,Yes,Hotel,185 State Street,02109,62370,110.1,19,,Hotel,1875.0,517,8.3,6867120.2,51%,49%,0%,33.12169312169313,,,,0303808000
159,Millennium Hotel Bostonian,Yes,Hotel,26 North Street,02109,204900,98.9,44,,Hotel,1982.0,1540.3,7.5,20269221.7,52%,48%,0%,31.91117618350415,,,,0303365000
160,Devonshire Arch,Yes,Hotel,159-175 Devonshire St.,02110,7279,545556.8,1,,Hotel,1908.0,263803.6,36241.7,3971107882.1,0%,0%,100%,594.4497870586619,,,,Not Available
161,Hilton Boston Faneuil,Yes,Hotel,89 Broad Street,02110,306927,131.8,Not Available,,"College/University, Hotel, Restaurant, Retail Store",1927.0,3034.4,9.9,40445540.1,35%,15%,51%,47.27997211063217,,,,Not Available
162,The langham Boston,Yes,Hotel,250 Franklin St,02110,280000,75.5,41,,Hotel,1922.0,274.9,0.9817857142857143,21144655.2,100%,0%,0%,,,,,0304157000
163,Doubletree by Hilton Boston Downtown,Yes,Hotel,821 Washington St,02111,149795,109.7,36,,Hotel,2004.0,1257.9,8.4,16436952,54%,46%,0%,107.16178777662806,,,,0305560010
164,Hyatt Regency Boston,Yes,Hotel,One Avenue De Lafayette,02111,462684,82.7,57,"2013, 2012, 2011, 2010, 2007","Hotel, Other, Restaurant",1983.0,3125.7,6.8,38243341.1,66%,34%,0%,42482.55850645365,,,,0304500100
165,172-The Boxer (Bulfinch) Hotel,Yes,Hotel,107 Merrimac Street,02114,47420,118.5,56,,Hotel,2005.0,382.1,8.1,5619980.5,34%,66%,0%,73.07043441585829,,,,Not Available
