,Property Name,Reported,Property Type,Address,ZIP,Gross Area (sq ft),Site EUI (kBTU/sf),Energy Star Score,Energy Star Certified,Property Uses,Year Built,GHG Emissions (MTCO2e),GHG Intensity (kgCO2/sf),Total Site Energy (kBTU),% Electricity,% Gas,% Steam,Water Intensity (gal/sf),Onsite Solar (kWh),User Submitted Info,User Submitted Link,Tax Parcel,Years Reported
119,175 McClellan HWY,Yes,Mixed Use Property,144 Addison St,02128,405215.1,37.5,Not Available,,"Manufacturing/Industrial, Non-Refrigerated Warehouse, Office, Other, Parking, Worship Facility",1910,1085.9,2.7,15211693,0.42,0.58,,5.6,,"a)No default energy values were used. 
b) There is an estimation on the ""Warehouse Vacancy"" because of an area that could also be considered a hallway. Difference is ~ 236 sf.
c) Data was collected from NSTAR, National Grid, and a compilation of our water usage from the Boston Water and Sewer Commission.

",,00548-100,"2014, 2015, 2016"
120,175 North Harvard Street Building,Yes,Parking,175 North Harvard Street,02134,39709,101.7,Not Available,,Parking,2006,260.9,6.6,4037968.1,0.26,0.74,,,,,,2200534000,2016
121,176 Federal Street,Yes,Office,176 Federal Street,02110,76323,103.8,Not Available,,"Office, Restaurant, Retail Store",1900,766.5,10,7923257.5,1.0,,,16.0,,,,0304379000,"2015, 2016"
122,176 Lincoln St,Yes,Office,176 Lincoln St,02135,450000,0.1,100,,Office,2002,3,0,30712.4,1.0,,,,,"Property was abandon in 2013. Office space building fit-out that was never finished.
Energy use is from signage and exterior lights in site. ",,2200969000,"2014, 2015, 2016"
123,177 Huntington Ave.,Yes,Office,177 Huntington Ave.,02115,247733,140.9,45,2014,Office,1972,2648.1,10.7,34910135.6,0.32,,0.67,27.9,,,,0401150010,"2014, 2015, 2016"
124,177 Longwood Ave Dorms-collegeUniversity,Yes,College/University,177 Longwood Ave Dorms,02115,95631,60.1,Not Available,,College/University,1995,556.1,5.8,5748229.2,1.0,,,25.4,,,,0401844000,"2014, 2015, 2016"
125,178-179 Tremont Street,Yes,Office,178-179 Tremont Street,02111,50600,124.4,50,,Office,1916,484.8,9.6,6294572.4,0.55,0.45,,20.3,,,,0304884000,"2014, 2015, 2016"
126,179 Lincoln Street,Yes,Office,179 Lincoln Street,02111,236461,63.2,90,"2016, 2015, 2014, 2013, 2012","Office, Parking",1899,1327.9,5.6,14940712.3,0.82,0.18,,7.4,,,,05332-000,"2014, 2015, 2016"
127,179 Longwood Ave-collegeUniversity,Yes,College/University,179 Longwood Ave,02115,347844,114.8,Not Available,,College/University,1995,2277.3,6.5,39938197.2,0.09,0.91,,21.4,,,,0401844000,"2014, 2015, 2016"
128,180 beacon condominium trust,Yes,Multifamily Housing,180 beacon street,02116,180000,Not Available,Not Available,,"Multifamily Housing, Parking",1968,Not Available,Not Available,Not Available,,,,,,,,Not Available,"2014, 2015, 2016"
129,180 Longwood,Yes,Other,180 Longwood,02115,61540,146.9,Not Available,,Other,1920,672.6,10.9,9037499.9,0.32,,0.54,6.8,,"The Medical Area Total Energy Plant (MATEP) located at 474 Brookline Ave., Boston supplies Steam and Chilled Water for the Harvard Medical School Campus. The Campus receives one utility invoice from MATEP. Buildings are individually sub metered.  NSTAR provides electrical service.",,0401872000,"2014, 2015, 2016"
130,180 North Beacon Street,Yes,Multifamily Housing,180 North Beacon Street,02135,32955,3.3,100,,Multifamily Housing,1970,10.7,0.3,110091.6,1.0,,,,,,,Not Available,2016
131,1809650030,Yes,Non-Refrigerated Warehouse,Meadow Road,02136,450919,Not Available,Not Available,,Non-Refrigerated Warehouse,1950,Not Available,Not Available,Not Available,,,,3.7,,,,Not Available,2016
132,183 Forest Hills St,Yes,Multifamily Housing,183 Forest Hills St,02130,66828,22.7,100,,Multifamily Housing,1900,126.6,1.9,1514261.9,0.7,0.3,,20.3,,,,1102906000,"2015, 2016"
133,184 High Street,Yes,Office,184 High Street,0210,50335,101.8,57,,Office,1903,524.1,10.4,5121591.5,0.44,0.56,,30.3,,,,Not Available,"2014, 2015, 2016"
134,185 Devonshire Commercial Condo,Yes,Office,185 Devonshire Street,02110,77211,69.1,84,,Office,1920,441.2,5.7,5337348,0.54,,0.46,14.3,,,,0304665000,"2014, 2015, 2016"
135,186 Lincoln Street,Yes,Office,186 Lincoln Street,02111,68350,50.6,Not Available,,Office,1899,292.6,4.3,3458107.9,0.57,0.12,,5.3,,,,030534010,"2014, 2015, 2016"
136,19 Hampden,Yes,Manufacturing/Industrial Plant,19 Hampden St,02119,35470,67.3,Not Available,,Manufacturing/Industrial,1997,155.5,4.4,2388149.8,0.27,0.73,,4.2,,,,0802130000,2016
137,1960-1980 Commonwealth Ave.,Yes,Multifamily Housing,"1960,1970,1980 Commonwealth Ave.",02135,141204,95.8,48,,Multifamily Housing,1937,781.7,5.5,13527798.4,0.11,0.89,,30.2,,,,02469-000,"2015, 2016"
138,198 Geneva Avenue,Yes,Office,198 Geneva Avenue,02121,60000,92.8,71,,Office,1968,390.2,6.5,5570991.3,0.39,0.61,,14.5,,,,1400038000,"2014, 2015, 2016"
139,2 - 12 Dudley T,Yes,Multifamily Housing,2 Dudley Ter.,02125,14861,70.1,Not Available,,Multifamily Housing,1900,61.6,4.1,1041937.1,0.14,0.86,,45.5,,,,0703926000,"2015, 2016"
140,2 Alger Street Realty Trust,Yes,Distribution Center,2 Alger Street,02127,42800,27.1,58,,Distribution Center,1967,112.2,2.6,1159701.4,1.0,,,0.6,,,,Not Available,2016
141,2 Atlantic,Yes,Office,2 Atlantic Avenue,02110,68035,147.4,28,,"Office, Parking",1998,769.9,7.773939883883295,10026137.7,0.54,0.46,,21.0,,"During 2014:  Construction renovation project on 3rd floor (about 18% of Building rsf) completed around July 2014. Mechanical system upgrade on 3rd floor completed around January 2015. Glycol system flush out occurred during November/December 2014.

During 2015:  Construction renovation project on the 4th floor; constructed intercommunicating stairway between the 3rd & 4th floors; additional rework construction on 3rd floor. These construction projects were completed around March 31, 2016.  Upgraded and replaced the cooling tower and roof, both of which were completed around February 2016.",,0303030010,"2014, 2015, 2016"
142,2 Cummington Street (23-25 Blandford Street),Yes,Laboratory,2 Cummington Street (23-25 Blandford Street),02215,61754,154.7,Not Available,,Laboratory,1905,717,11.6,9552723.3,0.5,0.5,,30.2,,,,2100295000,"2014, 2015, 2016"
143,2 Morrissey Boulevard,Yes,Financial Office,2 Morrissey Boulevard,02125,425737,124.9,Not Available,,Financial Office,1959,4388.3,10.3,53167151.3,0.67,0.33,,20.8,,,,"1303405000, 1303404000, 1303403000",2016
144,2 Oliver St.,Yes,Office,2 Oliver St.,02110,233763,50.1,86,,Office,1900,1133.3,4.8,11713910.2,1.0,,,13.2,,,,0304026000,"2014, 2015, 2016"
145,2 Park Plaza,Yes,Retail Store,2 Park Plaza,02116,117000,8.7,100,,"Office, Retail Store",1800,98.3,0.8,1016032.2,1.0,,,,,,,Not Available,2016
146,20 City Hall Ave,Municipal,Office,20 City Hall Ave,02108,9680,93.6,53,,Office,2000,67.7,7,906454.4,0.27157724426071517,,0.7284227425008913,,,,,Not Available,2016
147,20 Custom House,Yes,Office,20 Custom House,02110,96032,162,17,,Office,1984,1505.3,15.7,15559409.5,1.0,,,25.8,,,,0303998000,"2014, 2015, 2016"
148,20 Somerset Building,Yes,College/University,20 Somerset Street,02108,103599,46.7,Not Available,,College/University,2015,468,4.5,4837828.6,1.0,,,5.0,,,,Not Available,2016
149,20 Winthrop Square/ 77-93 Franklin Street/80 Arch Street,Yes,Office,20 Winthrop Square/ 77-93 Franklin Street/80 Arch Street,02110,118000,77.5,Not Available,,Office,1873,740.1,6.3,9140791.7,0.48,,0.52,7.8,,"This property is a complex of 3 buildings with shared systems & we are reporting the 1 complex of 3 buildings per the advice of Nikhil Nadkarni at the City of Boston.  The other Parcel ID#'s associated with this property are 0304617000 85 Franklin and 0304616000 Winthrop LA  (aka 77 Franklin) For BERDO reporting- aggregate electric data for the property was obtained from Eversource via the BERDO portal.  Due to the dates of the billing cycles for BWSC & Veolia, For 2013 usage period for water bills is 1/06/2013-1/05/2014 (124,640 cubic feet), Steam is 1/03/2013-1/3/2014 (3775 klbs thousand lbs).  For 2014, usage period for water bills is 1/5/14-1/5/15 (131,980 cubic feet), Steam is 1/3/14-12/31/14 (3,728 klbs thousand lbs). For 2015, usage period for water bills is 1/5/15-1/12/16 (124,310 cubic feet) & Steam is 12/31/14-12/31/15 (4,012 klbs thousand lbs)




Default values were used for  # of computers, operating hours & # of workers since data was not available from all tenants. ",,0304615000 0304617000  0304616000 ,"2014, 2015, 2016"
150,200 Clarendon St.,Yes,Office,200 Clarendon Street,02116,2254776.5,95.7,75,"2009, 2008, 2007, 2006, 2005","Data Center, Office, Parking",1976,17824.5,7.9,215787140.8,0.53,,0.47,12.7,,,,0401134000,"2014, 2015, 2016"
151,200 Newbury Street,Yes,Retail Store,200 Newbury Street,02116,48000,54.2,34,,"Office, Parking, Retail Store",1995,251.6,5.2,2600149.1,1.0,,,14.3,,,,0503201000,2016
152,200 portlands st,Yes,Office,200 portland st,02114,98000,13.2,100,,"Office, Restaurant",1900,125.1,1.3,1293319.6,1.0,,,16.4,,,,Not Available,"2014, 2016"
153,200 State Street,Yes,Office,200 State Street,02109,352323,51,83,,"Office, Parking",1986,1738.9,4.9,17974446.9,1.0,,,15.5,,,,0303790002,"2014, 2016"
154,201-207 South Street,Yes,Office,201-207 South Street,02111,62487,110.7,64,,Office,1909,464.8,7.4,6919893.4,0.32,0.68,,16.2,,,,05348-000,"2014, 2015, 2016"
155,20-28 Cummington Street (24 Cummington St),Yes,Laboratory,20-28 Cummington Street (24 Cummington St),02215,188575,365.5,Not Available,,Laboratory,1983,5203.5,27.6,68923322,0.51,0.49,,47.4,,,,2100288000,"2014, 2015, 2016"
156,205 Portland Street,Yes,Other,205 Portland Street,02114,47500,29.1,Not Available,,Other,1900,116.1,2.4,1381857.1,0.71,0.29,,13.1,,,,0301651000,"2015, 2016"
157,21 Custom House,Yes,Office,21 Custom House Street,02210,105197,84.6,61,,"Office, Parking",1984,861,8.2,8899905.2,1.0,,,13.1,,,,0303988000,"2014, 2015, 2016"
158,211 Congress Street,Yes,Office,211 Congress Street,02110,78101,75.9,80,,Office,1922,438.7,5.6,5930621,0.48,0.52,,13.9,,,,Not Available,"2014, 2015, 2016"
159,213-217 Bay State Road,Yes,Worship Facility,213-217 Bay State Road,02215,130204,29.7,Not Available,,Worship Facility,2003,276.4,2.1,3865962.4,0.42,0.58,,4.5,,,,Not Available,"2014, 2015, 2016"
160,216 Tremont,Yes,College/University,216 Tremont Street,02116,45388,104,Not Available,,College/University,1926,373.8,8.2,4721068.2,0.42,,0.58,11.9,,,,Not Available,2016
161,22 Elkins,Yes,Office,22 Elkins Street,02127,26215,138.9,52,,Office,1900,218.8,8.3,3642110.2,0.16,0.84,,2.7,,,,0603405060,"2014, 2015, 2016"
162,22 Hammond Street,Yes,Multifamily Housing,22 Hammond Street,02120,114190,84.1,100,,Multifamily Housing,1900,509.8,4.5,9598585.7,,1.0,,46.9,,,,0901850000,"2015, 2016"
163,22-24 Buswell Street,Yes,Multifamily Housing,22-24 Buswell Street,02215,35036,66.6,87,,Multifamily Housing,1914,139.3,4,2331808.5,0.15,0.85,,38.7,,,,Not Available,"2014, 2015, 2016"
164,225 Centre LLC,Yes,Multifamily Housing,225 Centre St,02119,105949,59.7,96,,"Multifamily Housing, Parking, Retail Store",2013,399.1,3.8,6320942.5,0.23,0.77,,5.7,,,,1100896020,"2015, 2016"
165,225 Franklin Street,Yes,Office,225 Franklin Street,02110,1085514,100.8,79,"2015, 2014, 2012, 2011","Office, Parking",1966,8803.6,8.1,109416037.7,0.46,,0.54,14.7,,"The building is currently seeking LEED EBOM Certification:
Project Name = 225 Franklin Street
Project ID = 1000063072



Meters ""Board A"" and ""Board B"" are sub-meters. The electric grid meters ""Board C"", ""Board D"", ""Site 225 Franklin Electric Power"", and the District Steam meters ""Cooling 24049"" and ""Heating 24041"" account for whole-building energy consumption.
 
March 31, 2016",,0304134000,"2014, 2015, 2016"
166,226 Causeway Primary Condo Trust,Yes,Mixed Use Property,226 Causeway St,02114,366637,78.8,54,,"Multifamily Housing, Office, Parking",1907,2494.2,6.8,28904628.5,0.76,0.24,,22.4,,,,0303061020,"2015, 2016"
167,230 Congress Street,Yes,Office,230 Congress Street,02210,153259,25693.9,1,,Office,1930,262372,1712,3937825902,0.01,,0.99,15.8,,,,0304190000,"2014, 2015, 2016"
168,233 Bay State Road,Yes,Not Available,233 Bay State Road,02215,Not Available,Not Available,Not Available,,,1968,Not Available,Not Available,Not Available,,,,,,LEED Project Number 1000023830,,Not Available,"2015, 2016"
169,239 Causeway Street,Yes,Office,239 Causeway Street,02114,63750,28.1,Not Available,,Office,1917,136.8,2.1,1794379.8,0.53,0.47,,0.1,,There was an average of 50% vacancy in 2014.,,01517000,"2015, 2016"
170,24 Federal Street,Yes,Office,24 Federal Street,02110,74406,97.9,50,,Office,1921,563.7,7.6,7285843.8,0.56,0.44,,8.2,,,,Not Available,"2015, 2016"
171,241 St. Botolph,Yes,College/University,241 St. Botolph Street,02115,60000,82.9,Not Available,,College/University,1905,329,5.5,4972970.6,0.3,0.7,,9.4,,,,Not Available,2016
172,25 Buick Street,Yes,Office,25 Buick Street,02215,96215,208.1,14,,"Office, Parking",1928,1381.5,14.4,20026391.8,0.36,0.64,,22.6,,,,2100400000,"2014, 2015, 2016"
173,25 Channel Center Condominium Trust,Yes,Multifamily Housing,25 Channel Center,02210,60000,78,32,,Multifamily Housing,2004,337.7,5.6,4681504.7,0.44,0.56,,46.2,,,,0602751100,2016
174,25 New Chardon Street,Yes,Office,25 New Chardon Street,02114,111338,92,74,"2015, 2014","Office, Parking",1967,737.8,6.6,10242317.4,0.43,0.57,,1454.6,,A medical training office on third floor makes extensive use of computers but does not have a dedicated data center,,0302622000,"2014, 2015, 2016"
175,25 Park Drive,Yes,Multifamily Housing,25 Park Drive,02215,26150,5.5,100,,Multifamily Housing,1960,13.9,0.5,143952.3,1.0,,,,,,,Not Available,2016
176,25 School Street Inc,Yes,Other - Lodging/Residential,2053R Columbus Ave,02119,51897,102.1,Not Available,,Other - Lodging/Residential,2007,346.2,6.7,5300432.8,0.28,0.72,,32.1,,,,1101588600,"2015, 2016"
177,250 Cambridge,Yes,Multifamily Housing,250 Cambridge St.,02114,86006,77.1,21,,Multifamily Housing,1978,456.2,5.3,6627166.5,0.36,0.64,,48.2,,Data is accurate and accounted for. Energy consumption data was sent by Eversource. ,,0502186000,"2015, 2016"
178,250 summer st,Yes,Office,250 summer st,02210,100096,62,75,,Office,1903,581.5,5.8,6208666.1,0.93,0.07,,13.1,,The report covers parcels 0602701002 and 0602701001,,0602701002 0602701001,"2014, 2015, 2016"
179,251 Causeway - Ste# 700490,Yes,Office, 251 Causeway Street,02114,150097,64,73,"2015, 2014, 2013","Medical Office, Office",1909,914,6.1,9600383.5,0.96,0.03,,12.5,,,,0301510000,"2014, 2015, 2016"
180,253 Summer/27 Melcher,Yes,Office,253 summer st,02210,216012,64.3,87,,Office,1902,1148.5,5.3,13896515.9,0.68,0.32,,10.2,,"This report covers parcels 0601163005, 0601163015, 0601163025, and 0601164005.",,0601163005 0601163015 0601163025 0601164005,"2014, 2015, 2016"
181,255 State Street Building,Yes,Office,255 State Street,02109,202022,Not Available,Not Available,,Office,1918,Not Available,Not Available,Not Available,,,,26.8,,,,Not Available,"2015, 2016"
182,25833-Brighton/Lincoln ST,Yes,Non-Refrigerated Warehouse,156 Lincoln St,02135,113000,9,99,,Non-Refrigerated Warehouse,2008,80.1,0.7,1020521.1,0.58,0.42,,2.7,,,,2200972000,"2014, 2015, 2016"
183,26 Irwin Av,Yes,Multifamily Housing,26 Irwin Av,02119,4032,200.3,Not Available,,Multifamily Housing,1889,45.7,11.3,807716.1,0.08,0.92,,33.9,,,,1200403000,"2015, 2016"
184,26 West,Yes,Office,26 West Street,02111,50670,34.5,92,,"Office, Personal Services",1910,169.2,3.3,1749345.5,1.0,,,22.4,,,,0304840000,"2014, 2015, 2016"
185,260 Franklin Street,Yes,Office,260 Franklin Street,02110,372562,64.4,82,"2016, 2015, 2012, 2011, 2010, 2007","Office, Parking",1984,2320,6.2,23980132.9,1.0,,,14.1,,,,0304023000,"2014, 2015, 2016"
186,260-266 Huntington Avenue,Yes,Performing Arts,260-266 Huntington Avenue,02215,50266,91.7,Not Available,,Performing Arts,1924,326.7,6.5,4607028.4,0.41,0.59,,14.5,,,,Not Available,"2014, 2015, 2016"
187,264-270 Bay State Road,Yes,Office,264-270 Bay State Road,02215,65016,348,6,,Office,1913,1264.2,19.4,22622633.2,0.06,0.94,,40.7,,,,Not Available,"2014, 2015, 2016"
188,264-270 Comm Ave,Yes,College/University,262-270 Comm Ave,02215,60170,86.5,Not Available,,College/University,1900,105.2,1.7,5206473.7,0.21,,,30.5,,This is a dormitory building. ,,Not Available,2016
189,265 Franklin Street,Yes,Office,265 Franklin Street,02110,364493,63,84,2015,"Office, Parking",1984,2155.6,5.9,22976963.6,0.9,,0.1,11.7,,,,Not Available,"2014, 2015, 2016"
190,26570 - Boston Commons 19,Yes,Movie Theater,175 Tremont Street,02111,113000,94.5,Not Available,,Movie Theater,1990,1032.6,9.1,10672974.6,1.0,,,,,,,0304870408,"2015, 2016"
191,266 Summer Street,Yes,Office,266 Summer Street,02210,55906,33.5,96,,"Office, Other",1899,163.2,2.9,1873660.5,0.78,0.22,,10.7,,,,0602701000,"2014, 2015, 2016"
192,268 Summer Street,Yes,Office,268 Summer Street,02210,69916,60.4,63,,Office,1898,408.3,5.8,4220849,1.0,,,11.2,,,,0602700000,"2014, 2015, 2016"
193,27 School Street,Yes,Office,27 School Street,02110,56742,55.3,84,,Office,1903,281.5,5,3136014.2,0.77,,0.23,35.1,,,,0302864000,"2014, 2015, 2016"
194,27 State Street,Yes,Office,25-27 State St,02109,28821,30,100,,Office,1974,45.9,1.6,864200,,1.0,,,,,,Not Available,"2015, 2016"
195,27016-Mattapan(Hydepk)/River St,Yes,Non-Refrigerated Warehouse,800 River Street,02126,50700,21.6,90,,Non-Refrigerated Warehouse,2000,74.1,1.5,1094581.1,0.34,0.66,,0.5,,,,1804365000,"2014, 2015, 2016"
196,273-277 Babcock Street,Yes,Residence Hall/Dormitory,273-277 Babcock Street,02215,451494,75.6,50,,Residence Hall/Dormitory,1963,2556.7,5.7,34127291.5,0.5,0.5,,36.3,,,,2100402000,"2014, 2015, 2016"
197,274 Summer Street,Yes,Office,274 Summer St,02210,74046,67.6,68,,"Office, Restaurant",1899,477.4,6.4,5003413.3,0.97,0.03,,11.4,,,,0602699000,"2014, 2015, 2016"
198,278-286 Babcock Street,Yes,Parking,278-286 Babcock Street,02215,67992,13.1,Not Available,,Parking,1991,86.1,1.3,889955.2,1.0,,,28.4,,,,Not Available,"2014, 2015, 2016"
199,28 Damrell,Yes,Office,28 Damrell Street,02127,86372,52.7,90,,"Manufacturing/Industrial, Office, Parking, Restaurant",1848,329.6,3.8,4547956,0.44,0.56,,5.0,,"We estimated floor use data based off current leases.  There was roughly 16,000 sq ft. vacant during this period.",,0700254000,"2015, 2016"
200,28 State Street,Yes,Office,28 State Street,02109,572153,76.1,70,2013,"Financial Office, Office, Parking",1968,4213.2,7.4,43549323.4,1.0,,,10.5,,,,0303694000,"2015, 2016"
201,28 Travis,Yes,Office,28 Travis St,02134,43190,64.9,84,,Office,2006,200.3,4.6,2803002.7,0.42,0.58,,7.8,,,,2200254000,2016
202,280 Summer Street,Yes,Office,280,02210,138350,53.8,Not Available,,Office,1900,637.4,4.6,7448169.8,0.5,,,4.5,,All usage data was provided by the utility company.    ,,0602698000,"2014, 2015, 2016"
203,281 Summer Street,Yes,Office,273-281 Summer Street,02210,168408,54.7,80,,Office,1904,890.5,5.3,9204954.9,1.0,,,1.9,,Need to confirm total employee population and computer count for 2014.,,02704000 02703000,"2015, 2016"
204,"285 Babcock, Case Center",Yes,Indoor Arena,"285 Babcock, Case Center",02215,131857,283.3,Not Available,,Indoor Arena,1972,2727.7,20.7,37358394.4,0.46,0.54,,124.3,,Shares electric meter with 273-277 Babcock Street,,2100402000,"2014, 2015, 2016"
205,285 Columbus Ave LLC,Yes,Multifamily Housing,285 Columbus Primary CNDO,02116,100000,72.5,3,,Multifamily Housing,1911,630.9,6.3,7254430.8,0.78,0.22,,18.6,,,,0400548010,2016
206,285 Summer Street,Yes,Office,285 Summer Street,02210,49294,64.3,64,,"Office, Parking",1903,287.1,5.8,3167506.1,0.86,0.14,,13.3,,,,0602705000,"2014, 2015, 2016"
207,29 Commonwealth Ave,Yes,Other,29 Commonwealth Ave,02116,36000,51.1,Not Available,,Other,1885,97.7,2.7,1838799.9,,1.0,,26.4,,,,Not Available,2016
208,29187-Boston / Southampton Street,Yes,Non-Refrigerated Warehouse,290 Southampton Street,02118,73400,19.1,95,,Non-Refrigerated Warehouse,2004,100.8,1.4,1402670.4,0.43,0.57,,2.4,,"Submission performed by Ecova, Inc.  If you have questions, please contact:
Russell Chambers,
ENERGY STAR Data Lead
509-329-7111
rchambers@ecova.com",,0700074020,"2014, 2015, 2016"
209,295 Huntington,Yes,College/University,295 Huntington,02115,70000,41.1,Not Available,,College/University,889,278.3,4,2876995,1.0,,,26.3,,,,Not Available,2016
210,3 PO Square,Yes,Office,79 Milk Street,02110,65120,152.1,29,,Office,1905,694.3,10.7,9903249.4,0.39,0.61,,12.8,,,,Not Available,"2015, 2016"
211,30 Federal Street,Yes,Office,30 Federal Street,02110,50000,55.4,82,,Office,1929,235.1,4.7,2767727.1,0.73,0.27,,6.7,,,,0304671000,"2014, 2015, 2016"
212,30 Northampton Street,Yes,Other,30 Northampton St,02118,60460,19.5,Not Available,,"Other, Parking",1966,79.2,1.3,1177306.9,0.32,0.68,,0.7,,*Parking lot area is estimated.,,0801750000,"2014, 2015, 2016"
213,300 A Street,Yes,Office,300 A Street,02210,125688,66.4,95,,Office,1904,607.6,4.8,8350471.2,0.45,0.55,,3.1,,,,0601166060,"2014, 2015, 2016"
